workerID, SongId, Valence, Arousal
94d7a0f7c8f2e1c714b0649f835c538c,18,5,5
2afd218c3aecb6828d2be327f8b9c46f,18,5,4
9c8073214a052e414811b76012df8847,18,4,3
7cecbffe1da5ae974952db6c13695afe,18,8,7
0c37993dcf5f99f7b00d02495ed01bc3,18,1,5
6b492acb1838463dc7c07a76b26313c4,18,4,3
cbc86e332e889251fe0fa71df472f202,18,4,4
490951556961e4b88fe1a3ac53b3b186,18,6,3
6010bbc8e7ef4b21fa38f9c3a9754ef3,19,7,3
bf34e3c5724ce07d29ef12db5f767258,19,6,4
24ebcf86498b0f2793b55c5b9a7756b5,19,5,4
2afd218c3aecb6828d2be327f8b9c46f,19,7,6
4eb43aa7f89260bb40b3970a45a82678,19,3,3
64cae7b86c7dcb1b40d17e43c0c2109e,19,5,3
00fa8d61b5f75e16ea71bff7a3def9c9,19,6,3
259443e9cad56b4f68b664daa20cb323,19,7,8
ed7ed76453bd846859f5e6b9149df276,19,9,7
490951556961e4b88fe1a3ac53b3b186,19,4,2
6010bbc8e7ef4b21fa38f9c3a9754ef3,20,7,8
bf34e3c5724ce07d29ef12db5f767258,20,7,6
2afd218c3aecb6828d2be327f8b9c46f,20,6,6
7cecbffe1da5ae974952db6c13695afe,20,8,7
4eb43aa7f89260bb40b3970a45a82678,20,1,1
7685fa48defdc384f720bd1edbf17ed6,20,3,8
8dcd4de7be6479561269b90c1dc8a3b4,20,9,8
eca1130f44cd2e17645e40a0fa2ef59b,20,5,6
259443e9cad56b4f68b664daa20cb323,20,2,9
490951556961e4b88fe1a3ac53b3b186,20,6,6
c1edc56f4d30d94a94ee41654c4f6734,21,7,8
a00de41fdf121f6dfe5db851a575d2d1,21,5,6
2afd218c3aecb6828d2be327f8b9c46f,21,6,6
fd5b08ce362d855ca9152a894348130c,21,7,5
64cae7b86c7dcb1b40d17e43c0c2109e,21,6,6
6b492acb1838463dc7c07a76b26313c4,21,8,3
8dcd4de7be6479561269b90c1dc8a3b4,21,7,7
259443e9cad56b4f68b664daa20cb323,21,6,8
ce209fb2fe01d6c85dbb29b6fd84b563,21,8,7
490951556961e4b88fe1a3ac53b3b186,21,6,7
6010bbc8e7ef4b21fa38f9c3a9754ef3,22,5,4
7a81cab11e4b2b4aa9c0718c90835611,22,2,3
2afd218c3aecb6828d2be327f8b9c46f,22,3,4
6ca7c27715f54e2f47ebe4e1c9dcf842,22,3,5
a2a15d03117e137478c5718212805270,22,3,6
0c37993dcf5f99f7b00d02495ed01bc3,22,5,6
eca1130f44cd2e17645e40a0fa2ef59b,22,4,5
259443e9cad56b4f68b664daa20cb323,22,3,6
9ad2a06dfac81761a123cb40084dcbd7,22,6,2
490951556961e4b88fe1a3ac53b3b186,22,6,7
6010bbc8e7ef4b21fa38f9c3a9754ef3,24,6,3
bf34e3c5724ce07d29ef12db5f767258,24,6,4
94d7a0f7c8f2e1c714b0649f835c538c,24,7,4
2afd218c3aecb6828d2be327f8b9c46f,24,6,4
4eb43aa7f89260bb40b3970a45a82678,24,1,1
64cae7b86c7dcb1b40d17e43c0c2109e,24,6,1
8dcd4de7be6479561269b90c1dc8a3b4,24,6,6
eca1130f44cd2e17645e40a0fa2ef59b,24,5,6
9d1aa48692579ca9330d3c61d10e22e6,24,4,4
490951556961e4b88fe1a3ac53b3b186,24,6,6
6010bbc8e7ef4b21fa38f9c3a9754ef3,25,8,2
bf34e3c5724ce07d29ef12db5f767258,25,8,6
a00de41fdf121f6dfe5db851a575d2d1,25,7,8
2afd218c3aecb6828d2be327f8b9c46f,25,7,3
a2a15d03117e137478c5718212805270,25,8,3
0c37993dcf5f99f7b00d02495ed01bc3,25,8,8
64cae7b86c7dcb1b40d17e43c0c2109e,25,9,3
8dcd4de7be6479561269b90c1dc8a3b4,25,9,1
eca1130f44cd2e17645e40a0fa2ef59b,25,7,5
259443e9cad56b4f68b664daa20cb323,25,8,8
2afd218c3aecb6828d2be327f8b9c46f,31,5,4
6ca7c27715f54e2f47ebe4e1c9dcf842,31,6,6
0c37993dcf5f99f7b00d02495ed01bc3,31,2,4
4eb43aa7f89260bb40b3970a45a82678,31,2,1
64cae7b86c7dcb1b40d17e43c0c2109e,31,5,2
8dcd4de7be6479561269b90c1dc8a3b4,31,6,3
eca1130f44cd2e17645e40a0fa2ef59b,31,5,5
cbc86e332e889251fe0fa71df472f202,31,7,4
490951556961e4b88fe1a3ac53b3b186,31,5,6
28b56a449c99c88e1f9fff59d0f16aac,31,4,3
24ebcf86498b0f2793b55c5b9a7756b5,32,3,3
2afd218c3aecb6828d2be327f8b9c46f,32,3,4
a2a15d03117e137478c5718212805270,32,3,3
7cecbffe1da5ae974952db6c13695afe,32,6,7
0c37993dcf5f99f7b00d02495ed01bc3,32,3,4
c795c7de8f350ab35dfd1100a84bf213,32,5,2
4eb43aa7f89260bb40b3970a45a82678,32,1,1
6b492acb1838463dc7c07a76b26313c4,32,6,3
8dcd4de7be6479561269b90c1dc8a3b4,32,5,3
490951556961e4b88fe1a3ac53b3b186,32,7,3
8eb1abd1acca601d1e23e85c69b1742a,35,7,8
7a81cab11e4b2b4aa9c0718c90835611,35,3,8
2afd218c3aecb6828d2be327f8b9c46f,35,6,6
6ca7c27715f54e2f47ebe4e1c9dcf842,35,6,7
f0e2dfdbc324f309660b731ad16ce2fd,35,2,9
0c37993dcf5f99f7b00d02495ed01bc3,35,2,5
4eb43aa7f89260bb40b3970a45a82678,35,2,1
64cae7b86c7dcb1b40d17e43c0c2109e,35,7,7
8dcd4de7be6479561269b90c1dc8a3b4,35,7,7
cbc86e332e889251fe0fa71df472f202,35,6,7
24ebcf86498b0f2793b55c5b9a7756b5,37,6,5
f8ecfe868f673b16e2f6e5614cb46b7d,37,7,5
2afd218c3aecb6828d2be327f8b9c46f,37,6,3
fd5b08ce362d855ca9152a894348130c,37,7,7
f0e2dfdbc324f309660b731ad16ce2fd,37,8,7
c795c7de8f350ab35dfd1100a84bf213,37,9,8
4eb43aa7f89260bb40b3970a45a82678,37,1,2
64cae7b86c7dcb1b40d17e43c0c2109e,37,6,4
8dcd4de7be6479561269b90c1dc8a3b4,37,8,8
cbc86e332e889251fe0fa71df472f202,37,8,4
6010bbc8e7ef4b21fa38f9c3a9754ef3,39,8,8
2afd218c3aecb6828d2be327f8b9c46f,39,7,4
4b4c4f319a356ea87affb872173a2095,39,7,8
4eb43aa7f89260bb40b3970a45a82678,39,2,2
64cae7b86c7dcb1b40d17e43c0c2109e,39,8,3
8dcd4de7be6479561269b90c1dc8a3b4,39,9,8
eca1130f44cd2e17645e40a0fa2ef59b,39,8,5
d8e56509dc582df255732a0170323231,39,8,7
20c7d1ee0615a09b0bac9438cc8325e2,39,8,7
28b56a449c99c88e1f9fff59d0f16aac,39,8,2
6010bbc8e7ef4b21fa38f9c3a9754ef3,40,6,5
bf34e3c5724ce07d29ef12db5f767258,40,5,4
24ebcf86498b0f2793b55c5b9a7756b5,40,3,3
2afd218c3aecb6828d2be327f8b9c46f,40,4,4
fd5b08ce362d855ca9152a894348130c,40,6,7
64cae7b86c7dcb1b40d17e43c0c2109e,40,3,3
6b492acb1838463dc7c07a76b26313c4,40,3,4
8dcd4de7be6479561269b90c1dc8a3b4,40,6,7
259443e9cad56b4f68b664daa20cb323,40,6,7
20c7d1ee0615a09b0bac9438cc8325e2,40,4,4
bf34e3c5724ce07d29ef12db5f767258,41,7,5
24ebcf86498b0f2793b55c5b9a7756b5,41,5,5
2afd218c3aecb6828d2be327f8b9c46f,41,4,4
0c37993dcf5f99f7b00d02495ed01bc3,41,5,7
861d48b913f37227fcf9a7b1e547c0bb,41,5,7
259443e9cad56b4f68b664daa20cb323,41,6,6
ed7ed76453bd846859f5e6b9149df276,41,1,6
d84d58533b58797bccca5811b4135c95,41,3,4
490951556961e4b88fe1a3ac53b3b186,41,4,3
be4e771b30940fb2d5f5dcfe3877dd2e,41,3,4
8eb1abd1acca601d1e23e85c69b1742a,42,7,8
2afd218c3aecb6828d2be327f8b9c46f,42,3,4
7cecbffe1da5ae974952db6c13695afe,42,8,5
64cae7b86c7dcb1b40d17e43c0c2109e,42,5,3
6b492acb1838463dc7c07a76b26313c4,42,7,7
8dcd4de7be6479561269b90c1dc8a3b4,42,7,7
eca1130f44cd2e17645e40a0fa2ef59b,42,4,4
d8e56509dc582df255732a0170323231,42,6,2
cbc86e332e889251fe0fa71df472f202,42,6,4
259443e9cad56b4f68b664daa20cb323,42,8,7
6010bbc8e7ef4b21fa38f9c3a9754ef3,43,7,2
bf34e3c5724ce07d29ef12db5f767258,43,8,5
514278711fcdb6dfb235c03a3aa38ee3,43,7,4
de0b07c32bb6ca4655487026e0f3fc38,43,9,2
94d7a0f7c8f2e1c714b0649f835c538c,43,7,5
2afd218c3aecb6828d2be327f8b9c46f,43,4,4
4eb43aa7f89260bb40b3970a45a82678,43,1,1
259443e9cad56b4f68b664daa20cb323,43,7,3
ed7ed76453bd846859f5e6b9149df276,43,9,6
571d66ea4abfb694d9bb1281d7701710,43,8,3
6010bbc8e7ef4b21fa38f9c3a9754ef3,44,4,4
bf34e3c5724ce07d29ef12db5f767258,44,5,5
24ebcf86498b0f2793b55c5b9a7756b5,44,3,2
4480a650a96730fb629aa7fa2079e7c3,44,5,5
2afd218c3aecb6828d2be327f8b9c46f,44,2,3
fd5b08ce362d855ca9152a894348130c,44,5,6
a0f5cedc3a2371ec13663226c4b44771,44,3,6
cd09cd99c38d4bfb7b554dff21196c22,44,5,7
259443e9cad56b4f68b664daa20cb323,44,3,7
ed7ed76453bd846859f5e6b9149df276,44,4,4
6010bbc8e7ef4b21fa38f9c3a9754ef3,45,8,2
6010bbc8e7ef4b21fa38f9c3a9754ef3,45,7,1
514278711fcdb6dfb235c03a3aa38ee3,45,7,2
2afd218c3aecb6828d2be327f8b9c46f,45,4,2
fd5b08ce362d855ca9152a894348130c,45,4,6
9c8073214a052e414811b76012df8847,45,2,1
6b492acb1838463dc7c07a76b26313c4,45,2,2
3226bc99212ad30ce2ced981de1c437a,45,2,1
8dcd4de7be6479561269b90c1dc8a3b4,45,7,2
eca1130f44cd2e17645e40a0fa2ef59b,45,8,2
6010bbc8e7ef4b21fa38f9c3a9754ef3,46,7,2
bf34e3c5724ce07d29ef12db5f767258,46,6,3
514278711fcdb6dfb235c03a3aa38ee3,46,4,3
de0b07c32bb6ca4655487026e0f3fc38,46,7,7
2afd218c3aecb6828d2be327f8b9c46f,46,5,5
0c37993dcf5f99f7b00d02495ed01bc3,46,5,1
3226bc99212ad30ce2ced981de1c437a,46,2,4
eca1130f44cd2e17645e40a0fa2ef59b,46,5,6
cbc86e332e889251fe0fa71df472f202,46,3,5
ed7ed76453bd846859f5e6b9149df276,46,9,4
6010bbc8e7ef4b21fa38f9c3a9754ef3,47,6,4
bf34e3c5724ce07d29ef12db5f767258,47,5,5
514278711fcdb6dfb235c03a3aa38ee3,47,5,7
de0b07c32bb6ca4655487026e0f3fc38,47,4,3
94d7a0f7c8f2e1c714b0649f835c538c,47,6,5
2afd218c3aecb6828d2be327f8b9c46f,47,6,4
4eb43aa7f89260bb40b3970a45a82678,47,1,2
259443e9cad56b4f68b664daa20cb323,47,2,3
ed7ed76453bd846859f5e6b9149df276,47,6,7
571d66ea4abfb694d9bb1281d7701710,47,3,4
6010bbc8e7ef4b21fa38f9c3a9754ef3,48,6,3
24ebcf86498b0f2793b55c5b9a7756b5,48,5,5
a00de41fdf121f6dfe5db851a575d2d1,48,7,6
2afd218c3aecb6828d2be327f8b9c46f,48,3,4
4eb43aa7f89260bb40b3970a45a82678,48,1,1
8dcd4de7be6479561269b90c1dc8a3b4,48,2,5
eca1130f44cd2e17645e40a0fa2ef59b,48,5,6
259443e9cad56b4f68b664daa20cb323,48,6,7
9d1aa48692579ca9330d3c61d10e22e6,48,6,7
490951556961e4b88fe1a3ac53b3b186,48,4,4
24ebcf86498b0f2793b55c5b9a7756b5,49,3,4
7a81cab11e4b2b4aa9c0718c90835611,49,4,6
2afd218c3aecb6828d2be327f8b9c46f,49,4,4
fd5b08ce362d855ca9152a894348130c,49,5,6
0c37993dcf5f99f7b00d02495ed01bc3,49,4,6
c795c7de8f350ab35dfd1100a84bf213,49,2,6
64cae7b86c7dcb1b40d17e43c0c2109e,49,4,6
64cae7b86c7dcb1b40d17e43c0c2109e,49,3,5
8dcd4de7be6479561269b90c1dc8a3b4,49,7,7
490951556961e4b88fe1a3ac53b3b186,49,3,3
514278711fcdb6dfb235c03a3aa38ee3,50,3,6
24ebcf86498b0f2793b55c5b9a7756b5,50,4,6
1ee4bd59c9ea084016ff2811dbb00568,50,4,5
2afd218c3aecb6828d2be327f8b9c46f,50,3,4
145b408fa103c16bb00e8734cc39a29f,50,3,4
64cae7b86c7dcb1b40d17e43c0c2109e,50,4,4
eca1130f44cd2e17645e40a0fa2ef59b,50,4,4
ed7ed76453bd846859f5e6b9149df276,50,2,4
571d66ea4abfb694d9bb1281d7701710,50,6,7
490951556961e4b88fe1a3ac53b3b186,50,3,4
6010bbc8e7ef4b21fa38f9c3a9754ef3,51,5,3
2afd218c3aecb6828d2be327f8b9c46f,51,3,3
4b4c4f319a356ea87affb872173a2095,51,4,3
4eb43aa7f89260bb40b3970a45a82678,51,1,1
64cae7b86c7dcb1b40d17e43c0c2109e,51,4,3
8dcd4de7be6479561269b90c1dc8a3b4,51,3,5
eca1130f44cd2e17645e40a0fa2ef59b,51,4,4
d8e56509dc582df255732a0170323231,51,4,3
20c7d1ee0615a09b0bac9438cc8325e2,51,3,3
28b56a449c99c88e1f9fff59d0f16aac,51,5,4
24ebcf86498b0f2793b55c5b9a7756b5,52,4,4
be6ec863f38f611dff4958ccd33cf638,52,4,6
a00de41fdf121f6dfe5db851a575d2d1,52,5,3
2afd218c3aecb6828d2be327f8b9c46f,52,5,4
a2a15d03117e137478c5718212805270,52,6,2
0c37993dcf5f99f7b00d02495ed01bc3,52,2,5
c795c7de8f350ab35dfd1100a84bf213,52,5,7
8dcd4de7be6479561269b90c1dc8a3b4,52,6,8
eca1130f44cd2e17645e40a0fa2ef59b,52,4,5
490951556961e4b88fe1a3ac53b3b186,52,5,7
be6ec863f38f611dff4958ccd33cf638,53,1,5
c1edc56f4d30d94a94ee41654c4f6734,53,5,6
2afd218c3aecb6828d2be327f8b9c46f,53,4,5
7cecbffe1da5ae974952db6c13695afe,53,9,7
0c37993dcf5f99f7b00d02495ed01bc3,53,2,6
64cae7b86c7dcb1b40d17e43c0c2109e,53,2,1
8dcd4de7be6479561269b90c1dc8a3b4,53,7,6
eca1130f44cd2e17645e40a0fa2ef59b,53,4,4
cbc86e332e889251fe0fa71df472f202,53,3,4
490951556961e4b88fe1a3ac53b3b186,53,6,7
24ebcf86498b0f2793b55c5b9a7756b5,54,2,2
4480a650a96730fb629aa7fa2079e7c3,54,5,4
94d7a0f7c8f2e1c714b0649f835c538c,54,4,6
2afd218c3aecb6828d2be327f8b9c46f,54,2,3
4eb43aa7f89260bb40b3970a45a82678,54,1,1
64cae7b86c7dcb1b40d17e43c0c2109e,54,1,1
cd09cd99c38d4bfb7b554dff21196c22,54,6,3
00fa8d61b5f75e16ea71bff7a3def9c9,54,4,5
eca1130f44cd2e17645e40a0fa2ef59b,54,3,5
ed7ed76453bd846859f5e6b9149df276,54,3,3
6010bbc8e7ef4b21fa38f9c3a9754ef3,55,6,6
514278711fcdb6dfb235c03a3aa38ee3,55,4,5
94d7a0f7c8f2e1c714b0649f835c538c,55,5,5
2afd218c3aecb6828d2be327f8b9c46f,55,6,4
7a23690289260d2b8c1d71d8c22b69f0,55,4,6
4b4c4f319a356ea87affb872173a2095,55,6,4
9c8073214a052e414811b76012df8847,55,6,7
259443e9cad56b4f68b664daa20cb323,55,6,7
ed7ed76453bd846859f5e6b9149df276,55,9,6
490951556961e4b88fe1a3ac53b3b186,55,6,4
6010bbc8e7ef4b21fa38f9c3a9754ef3,56,8,4
bf34e3c5724ce07d29ef12db5f767258,56,8,6
514278711fcdb6dfb235c03a3aa38ee3,56,6,5
de0b07c32bb6ca4655487026e0f3fc38,56,8,8
4480a650a96730fb629aa7fa2079e7c3,56,4,6
c1edc56f4d30d94a94ee41654c4f6734,56,6,4
2afd218c3aecb6828d2be327f8b9c46f,56,6,4
9c8073214a052e414811b76012df8847,56,4,7
ed7ed76453bd846859f5e6b9149df276,56,7,7
490951556961e4b88fe1a3ac53b3b186,56,7,7
6010bbc8e7ef4b21fa38f9c3a9754ef3,58,5,5
6010bbc8e7ef4b21fa38f9c3a9754ef3,58,4,5
a00de41fdf121f6dfe5db851a575d2d1,58,6,3
2afd218c3aecb6828d2be327f8b9c46f,58,4,3
f0e2dfdbc324f309660b731ad16ce2fd,58,3,3
0c37993dcf5f99f7b00d02495ed01bc3,58,1,4
4eb43aa7f89260bb40b3970a45a82678,58,1,1
64cae7b86c7dcb1b40d17e43c0c2109e,58,2,1
6b492acb1838463dc7c07a76b26313c4,58,3,6
8dcd4de7be6479561269b90c1dc8a3b4,58,4,3
6010bbc8e7ef4b21fa38f9c3a9754ef3,59,8,3
24ebcf86498b0f2793b55c5b9a7756b5,59,3,4
a00de41fdf121f6dfe5db851a575d2d1,59,5,7
2afd218c3aecb6828d2be327f8b9c46f,59,4,3
fd5b08ce362d855ca9152a894348130c,59,6,6
4eb43aa7f89260bb40b3970a45a82678,59,2,2
64cae7b86c7dcb1b40d17e43c0c2109e,59,6,1
8dcd4de7be6479561269b90c1dc8a3b4,59,7,4
eca1130f44cd2e17645e40a0fa2ef59b,59,6,4
490951556961e4b88fe1a3ac53b3b186,59,6,7
6010bbc8e7ef4b21fa38f9c3a9754ef3,60,6,6
6010bbc8e7ef4b21fa38f9c3a9754ef3,60,5,6
514278711fcdb6dfb235c03a3aa38ee3,60,5,7
de0b07c32bb6ca4655487026e0f3fc38,60,4,7
2afd218c3aecb6828d2be327f8b9c46f,60,6,6
3bf93d5f7b82b46e38feb881d00c5798,60,2,6
0c37993dcf5f99f7b00d02495ed01bc3,60,2,7
8dcd4de7be6479561269b90c1dc8a3b4,60,6,7
cbc86e332e889251fe0fa71df472f202,60,3,6
5bf3c29fd496e2cafa9c531c7e9c6d61,60,4,6
6010bbc8e7ef4b21fa38f9c3a9754ef3,62,6,3
bf34e3c5724ce07d29ef12db5f767258,62,8,4
24ebcf86498b0f2793b55c5b9a7756b5,62,5,5
2afd218c3aecb6828d2be327f8b9c46f,62,6,3
8dcd4de7be6479561269b90c1dc8a3b4,62,7,2
eca1130f44cd2e17645e40a0fa2ef59b,62,6,5
d8e56509dc582df255732a0170323231,62,5,3
9d1aa48692579ca9330d3c61d10e22e6,62,6,3
ce209fb2fe01d6c85dbb29b6fd84b563,62,6,6
490951556961e4b88fe1a3ac53b3b186,62,7,5
6010bbc8e7ef4b21fa38f9c3a9754ef3,64,5,5
be6ec863f38f611dff4958ccd33cf638,64,4,2
7a81cab11e4b2b4aa9c0718c90835611,64,3,4
2afd218c3aecb6828d2be327f8b9c46f,64,5,5
6ca7c27715f54e2f47ebe4e1c9dcf842,64,2,6
0c37993dcf5f99f7b00d02495ed01bc3,64,3,6
c795c7de8f350ab35dfd1100a84bf213,64,2,7
64cae7b86c7dcb1b40d17e43c0c2109e,64,3,3
8dcd4de7be6479561269b90c1dc8a3b4,64,3,7
28b56a449c99c88e1f9fff59d0f16aac,64,6,4
514278711fcdb6dfb235c03a3aa38ee3,65,7,6
de0b07c32bb6ca4655487026e0f3fc38,65,8,8
2c5952c4f931410e9010eb87c276020d,65,3,5
2afd218c3aecb6828d2be327f8b9c46f,65,6,3
fd5b08ce362d855ca9152a894348130c,65,5,5
0c37993dcf5f99f7b00d02495ed01bc3,65,7,7
861d48b913f37227fcf9a7b1e547c0bb,65,7,8
6b492acb1838463dc7c07a76b26313c4,65,8,8
eca1130f44cd2e17645e40a0fa2ef59b,65,6,5
259443e9cad56b4f68b664daa20cb323,65,7,3
6010bbc8e7ef4b21fa38f9c3a9754ef3,67,7,7
3c888e77b992ae3cd2adfe16774e23b9,67,7,7
2afd218c3aecb6828d2be327f8b9c46f,67,7,6
9c8073214a052e414811b76012df8847,67,9,8
7cecbffe1da5ae974952db6c13695afe,67,7,8
6b492acb1838463dc7c07a76b26313c4,67,8,8
8dcd4de7be6479561269b90c1dc8a3b4,67,7,7
cbc86e332e889251fe0fa71df472f202,67,7,7
259443e9cad56b4f68b664daa20cb323,67,7,3
490951556961e4b88fe1a3ac53b3b186,67,6,7
6010bbc8e7ef4b21fa38f9c3a9754ef3,68,6,6
bf34e3c5724ce07d29ef12db5f767258,68,5,3
514278711fcdb6dfb235c03a3aa38ee3,68,3,6
2afd218c3aecb6828d2be327f8b9c46f,68,4,4
4b4c4f319a356ea87affb872173a2095,68,5,5
4eb43aa7f89260bb40b3970a45a82678,68,1,1
64cae7b86c7dcb1b40d17e43c0c2109e,68,4,6
1bd2dc9e0406a2e240b288685c87fa76,68,3,6
ed7ed76453bd846859f5e6b9149df276,68,3,6
490951556961e4b88fe1a3ac53b3b186,68,4,6
514278711fcdb6dfb235c03a3aa38ee3,69,3,4
24ebcf86498b0f2793b55c5b9a7756b5,69,3,3
94d7a0f7c8f2e1c714b0649f835c538c,69,4,5
212246528da7c13457844fc4453e6019,69,3,4
2afd218c3aecb6828d2be327f8b9c46f,69,3,4
2afd218c3aecb6828d2be327f8b9c46f,69,4,4
8dcd4de7be6479561269b90c1dc8a3b4,69,4,5
259443e9cad56b4f68b664daa20cb323,69,3,4
ed7ed76453bd846859f5e6b9149df276,69,1,4
490951556961e4b88fe1a3ac53b3b186,69,4,2
6010bbc8e7ef4b21fa38f9c3a9754ef3,70,5,4
bf34e3c5724ce07d29ef12db5f767258,70,6,3
514278711fcdb6dfb235c03a3aa38ee3,70,7,3
94d7a0f7c8f2e1c714b0649f835c538c,70,5,5
a00de41fdf121f6dfe5db851a575d2d1,70,4,4
